Genus,species,,ID,Synonym,Other ID,Origin,Version,Source,JGI ID,URL,
Eutypa,lata,,UCREL1,,,,,JGI,Eutla1,http://genome.jgi.doe.gov/Eutla1/download/Eutla1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Exidia,glandulosa,,,,,,v1.0,JGI,Exigl1,http://genome.jgi.doe.gov/Exigl1/download/Exigl1_GeneCatalog_proteins_20130529.aa.fasta.gz,
Exobasidium,vaccinii,,MPITM,,,,v1.0,JGI,Exova1,http://genome.jgi.doe.gov/Exova1/download/Exova1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Exophiala,alcalophila,,ATCC 48519,,,,v1.0,JGI,Exoalc1,http://genome.jgi.doe.gov/Exoalc1/download/Exoalc1_GeneCatalog_proteins_20160519.aa.fasta.gz,
Exophiala,alcalophila,,J33,,,,v1.0,JGI,Exoalc1_J33,http://genome.jgi.doe.gov/Exoalc1_J33/download/Exoalc1_J33_GeneCatalog_proteins_20160520.aa.fasta.gz,
Exophiala,aquamarina,,CBS 119918,,,,,JGI,Exoaq1,http://genome.jgi.doe.gov/Exoaq1/download/Exoaq1_GeneCatalog_proteins_20160901.aa.fasta.gz,
Exophiala,dermatitidis,,UT8656,,,,,JGI,Exode1,http://genome.jgi.doe.gov/Exode1/download/Exode1_GeneCatalog_proteins_20160902.aa.fasta.gz,
Exophiala,mesophila,,CBS 40295,,,,,JGI,Exome1,http://genome.jgi.doe.gov/Exome1/download/Exome1_GeneCatalog_proteins_20160902.aa.fasta.gz,
Exophiala,oligosperma,,CBS 72588,,,,,JGI,Exool1,http://genome.jgi.doe.gov/Exool1/download/Exool1_GeneCatalog_proteins_20160902.aa.fasta.gz,
Exophiala,sideris,,CBS 121828,,,,,JGI,Exosi1,http://genome.jgi.doe.gov/Exosi1/download/Exosi1_GeneCatalog_proteins_20160902.aa.fasta.gz,
Exophiala,spinifera,,CBS 89968,,,,,JGI,Exosp1,http://genome.jgi.doe.gov/Exosp1/download/Exosp1_GeneCatalog_proteins_20160827.aa.fasta.gz,
Exophiala,xenobiotica,,CBS 118157,,,,,JGI,Exoxe1,http://genome.jgi.doe.gov/Exoxe1/download/Exoxe1_GeneCatalog_proteins_20160828.aa.fasta.gz,
Fellomyces,penicillatus,,Phaff54-35,,,,v1.0,JGI,Felpe1,http://genome.jgi.doe.gov/Felpe1/download/Felpe1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Fennellomyces,sp.,,T-0311,,,,v1.0,JGI,Fenlin1,http://genome.jgi.doe.gov/Fenlin1/download/Fenlin1_GeneCatalog_proteins_20170109.aa.fasta.gz,
Fibroporia,radiculosa,,TFFH 294,,,,,JGI,Fibra1,http://genome.jgi.doe.gov/Fibra1/download/Fibra1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Fibulobasidium,inconspicuum,,Phaff89-39,,,,v1.0,JGI,Fibin1,http://genome.jgi.doe.gov/Fibin1/download/Fibin1_GeneCatalog_proteins_20151214.aa.fasta.gz,
Fibulorhizoctonia,sp.,,CBS 109695,,,,v1.0,JGI,Fibsp1,http://genome.jgi.doe.gov/Fibsp1/download/Fibsp1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Fistulina,hepatica,,,,,,v1.0,JGI,Fishe1,http://genome.jgi.doe.gov/Fishe1/download/Fishe1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Fomes,fomentarius,,CIRM-BRFM 1821,,,,v1.0,JGI,Fomfom1,http://genome.jgi.doe.gov/Fomfom1/download/Fomfom1_GeneCatalog_proteins_20170620.aa.fasta.gz,
Fomitiporia,mediterranea,,,,,,v1.0,JGI,Fomme1,http://genome.jgi.doe.gov/Fomme1/download/Fomme1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Fomitopsis,pinicola,,FP-58527 SS1,,,,v3.0,JGI,Fompi3,http://genome.jgi.doe.gov/Fompi3/download/Fompi3.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Fonsecaea,monophora,,CBS 269.37,,,,,JGI,Fonmo1,http://genome.jgi.doe.gov/Fonmo1/download/Fonmo1_GeneCatalog_proteins_20170704.aa.fasta.gz,
Fonsecaea,multimorphosa,,CBS 102226,,,,,JGI,Fonmu1,http://genome.jgi.doe.gov/Fonmu1/download/Fonmu1_GeneCatalog_proteins_20160827.aa.fasta.gz,
Fonsecaea,nubica,,CBS 269.64,,,,,JGI,Fonnu1,http://genome.jgi.doe.gov/Fonnu1/download/Fonnu1_GeneCatalog_proteins_20170705.aa.fasta.gz,
Fonsecaea,pedrosoi,,CBS 271.37,,,,,JGI,Fonpe1,http://genome.jgi.doe.gov/Fonpe1/download/Fonpe1_GeneCatalog_proteins_20160901.aa.fasta.gz,
Fusarium,fujikuroi,,IMI 58289,,,,,JGI,Fusfu1,http://genome.jgi.doe.gov/Fusfu1/download/Fusfu1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Fusarium,graminearum,,,,,,v1.0,JGI,Fusgr1,http://genome.jgi.doe.gov/Fusgr1/download/Fusgr1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Fusarium,oxysporum,f. sp. lycopersici,4287,,,,v2,JGI,Fusox2,http://genome.jgi.doe.gov/Fusox2/download/Fusox2_GeneCatalog_proteins_20150720.aa.fasta.gz,
Fusarium,pseudograminearum,,CS3096,,,,,JGI,Fusps1,http://genome.jgi.doe.gov/Fusps1/download/Fusps1_GeneCatalog_proteins_20170707.aa.fasta.gz,
Fusarium,redolens,,A4,,,,v1.0,JGI,Fusre1,http://genome.jgi.doe.gov/Fusre1/download/Fusre1_GeneCatalog_proteins_20170625.aa.fasta.gz,
Fusarium,verticillioides,,7600,,,,v2,JGI,Fusve2,http://genome.jgi.doe.gov/Fusve2/download/Fusve2_GeneCatalog_proteins_20150720.aa.fasta.gz,
Gaertneriomyces,semiglobifer,,Barr 43,,,,v1.0,JGI,Gaesem1,http://genome.jgi.doe.gov/Gaesem1/download/Gaesem1_GeneCatalog_proteins_20161012.aa.fasta.gz,
Gaeumannomyces,graminis,var. tritici,R3-111a-1,,,,,JGI,Gaegr1,http://genome.jgi.doe.gov/Gaegr1/download/Gaegr1.all_proteins.BroadModels.gff3.gz.tar.gz,
Galerina,marginata,,,,,,v1.0,JGI,Galma1,http://genome.jgi.doe.gov/Galma1/download/Galma1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Ganoderma,sp.,,10597 SS1,,,,v1.0,JGI,Gansp1,http://genome.jgi.doe.gov/Gansp1/download/Gansp1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gautieria,morchelliformis,,GMNE.BST,,,,v1.0,JGI,Gaumor1_1,http://genome.jgi.doe.gov/Gaumor1_1/download/Gaumor1_1_GeneCatalog_proteins_20160412.aa.fasta.gz,
Gilbertella,persicaria,var. persicaria,CBS 190.32-T,,,,v1.0,JGI,Gilper1,http://genome.jgi.doe.gov/Gilper1/download/Gilper1_GeneCatalog_proteins_20161121.aa.fasta.gz,
Glarea,lozoyensis,,ATCC 20868,,,,,JGI,Glalo1,http://genome.jgi.doe.gov/Glalo1/download/Glalo1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Globomyces,pollinis-pini,,Arg68,,,,v1.0,JGI,Glopol1,http://genome.jgi.doe.gov/Glopol1/download/Glopol1_GeneCatalog_proteins_20160812.aa.fasta.gz,
Gloeopeniophorella,convolvens,,OM19405,,,,v1.0,JGI,Glocon1,http://genome.jgi.doe.gov/Glocon1/download/Glocon1_GeneCatalog_proteins_20160910.aa.fasta.gz,
Gloeophyllum,trabeum,,,,,,v1.0,JGI,Glotr1_1,http://genome.jgi.doe.gov/Glotr1_1/download/Glotr1_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Colletotrichum,fiorinae,,MH 18,Glomerella acutata,,,v1.0,JGI,Gloac1,http://genome.jgi.doe.gov/Gloac1/download/Gloac1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Colletotrichum,gloeosporoides,,23,Glomerella cingulata,,,v1.0,JGI,Gloci1,http://genome.jgi.doe.gov/Gloci1/download/Gloci1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Glonium,stellatum,,CBS 207.34,,,,v1.0,JGI,Glost2,http://genome.jgi.doe.gov/Glost2/download/Glost2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gonapodya,prolifera,,,,,,v1.0,JGI,Ganpr1,http://genome.jgi.doe.gov/Ganpr1/download/Ganpr1.all_proteins.FilteredModels3.gff3.gz.tar.gz,
Gongronella,butleri,,,,,,v1.0,JGI,Gonbut1,http://genome.jgi.doe.gov/Gonbut1/download/Gonbut1_GeneCatalog_proteins_20160804.aa.fasta.gz,
Gremmeniella,abietina,,DAOM 170408,,,,v1.0,JGI,Greab1,http://genome.jgi.doe.gov/Greab1/download/Greab1_GeneCatalog_proteins_20170403.aa.fasta.gz,
Grosmannia,clavigera,,kw1407,,,,,JGI,Grocl1,http://genome.jgi.doe.gov/Grocl1/download/Grocl1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Guyanagaster,necrorhiza,,MCA 3950,,,,v1.0,JGI,Guyne1,http://genome.jgi.doe.gov/Guyne1/download/Guyne1_GeneCatalog_proteins_20140406.aa.fasta.gz,
Gymnascella,aurantiaca,,,,,,v1.0,JGI,Gymau1,http://genome.jgi.doe.gov/Gymau1/download/Gymau1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Gymnascella,citrina,,,,,,v1.1,JGI,Gymci1_1,http://genome.jgi.doe.gov/Gymci1_1/download/Gymci1_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gymnopilus,chrysopellus,,PR-1187,,,,v1.0,JGI,Gymch1,http://genome.jgi.doe.gov/Gymch1/download/Gymch1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gymnopilus,junonius,,AH 44721,,,,v1.0,JGI,Gymjun1,http://genome.jgi.doe.gov/Gymjun1/download/Gymjun1_GeneCatalog_proteins_20160705.aa.fasta.gz,
Gymnopus,androsaceus,,JB14,,,,v1.0,JGI,Gyman1,http://genome.jgi.doe.gov/Gyman1/download/Gyman1_GeneCatalog_proteins_20140729.aa.fasta.gz,
Gymnopus,earleae,,GB-263.02,,,,v1.0,JGI,Gymear1,http://genome.jgi.doe.gov/Gymear1/download/Gymear1_GeneCatalog_proteins_20160910.aa.fasta.gz,
Gymnopus,luxurians,,,,,,v1.0,JGI,Gymlu1,http://genome.jgi.doe.gov/Gymlu1/download/Gymlu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gyrodon,lividus,,BX,,,,v1.0,JGI,Gyrli1,http://genome.jgi.doe.gov/Gyrli1/download/Gyrli1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Gyromitra,esculenta,,CBS 101906,,,,v1.0,JGI,Gyresc1,http://genome.jgi.doe.gov/Gyresc1/download/Gyresc1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Hanseniaspora,valbyensis,,NRRL Y-1626,,,,v1.1,JGI,Hanva1_1,http://genome.jgi.doe.gov/Hanva1_1/download/Hanva1_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hebeloma,cylindrosporum,,h7,,,,v2.0,JGI,Hebcy2,http://genome.jgi.doe.gov/Hebcy2/download/Hebcy2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Heliocybe,sulcata,,OMC1185,,,,v1.0,JGI,Helsul1,http://genome.jgi.doe.gov/Helsul1/download/Helsul1_GeneCatalog_proteins_20150720.aa.fasta.gz,
Hesseltinella,vesiculosa,,NRRL3301,,,,v2.0,JGI,Hesve2finisherSC,http://genome.jgi.doe.gov/Hesve2finisherSC/download/Hesve2finisherSC_GeneCatalog_proteins_20150707.aa.fasta.gz,
Heterobasidion,annosum,,,,,,v2.0,JGI,Hetan2,http://genome.jgi.doe.gov/Hetan2/download/Hannosum_v2.FilteredModels1.proteins.fasta.gz,
Heterogastridium,pycnidioideum,,ATCC MYA-4631,,,,v1.0,JGI,Hetpy1,http://genome.jgi.doe.gov/Hetpy1/download/Hetpy1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hexagonia,nitida,,CIRM-BRFM 1802,,,,v1.0,JGI,Hexnit1,http://genome.jgi.doe.gov/Hexnit1/download/Hexnit1_GeneCatalog_proteins_20170619.aa.fasta.gz,
Histoplasma,capsulatum,,NAm1,,,,,JGI,Hisca1,http://genome.jgi.doe.gov/Hisca1/download/Hisca1.all_proteins.BroadModels.gff3.gz.tar.gz,
Homolaphlyctis,polyrhiza,,JEL142,,,,v1.0,JGI,Hompol1,http://genome.jgi.doe.gov/Hompol1/download/Hompol1_GeneCatalog_proteins_20160803.aa.fasta.gz,
Hortaea,acidophila,,CBS 113389,,,,v1.0,JGI,Horac1,http://genome.jgi.doe.gov/Horac1/download/Horac1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Hortaea,werneckii,,EXF-2000 M0,,,,v1.0,JGI,Horwer1,http://genome.jgi.doe.gov/Horwer1/download/Horwer1_GeneCatalog_proteins_20160803.aa.fasta.gz,
Hyalopycnis,blepharistoma,,ATCC 48560,,,,v1.0,JGI,Hyabl1,http://genome.jgi.doe.gov/Hyabl1/download/Hyabl1_GeneCatalog_proteins_20150410.aa.fasta.gz,
Hydnomerulius,pinastri,,,,,,v2.0,JGI,Hydpi2,http://genome.jgi.doe.gov/Hydpi2/download/Hydpi2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hydnopolyporus,fimbriatus,,CBS 384.51,,,,v1.0,JGI,Hydfim1,http://genome.jgi.doe.gov/Hydfim1/download/Hydfim1_GeneCatalog_proteins_20160510.aa.fasta.gz,
Hydnum,rufescens,,UP504,,,,v2.0,JGI,Hydru2,http://genome.jgi.doe.gov/Hydru2/download/Hydru2_GeneCatalog_proteins_20150110.aa.fasta.gz,
Hymenopellis,radicata,,IJFM A160,,,,v1.0,JGI,Hymrad1,http://genome.jgi.doe.gov/Hymrad1/download/Hymrad1_GeneCatalog_proteins_20151222.aa.fasta.gz,
Hymenoscyphus,varicosporoides,,PMI_453,,,,v1.0,JGI,Hymvar1,http://genome.jgi.doe.gov/Hymvar1/download/Hymvar1_GeneCatalog_proteins_20161013.aa.fasta.gz,
Hypholoma,sublateritium,,,,,,v1.0,JGI,Hypsu1,http://genome.jgi.doe.gov/Hypsu1/download/Hypsu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hyphopichia,burtonii,,NRRL Y-1933,,,,v1.0,JGI,Hypbu1,http://genome.jgi.doe.gov/Hypbu1/download/Hypbu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hypoxylon,sp.,,CI-4A,,,,v1.0,JGI,HypCI4A_1,http://genome.jgi.doe.gov/HypCI4A_1/download/HypCI4A_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hypoxylon,sp.,,CO27-5,,,,v1.0,JGI,HypCO275_1,http://genome.jgi.doe.gov/HypCO275_1/download/HypCO275_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hypoxylon,sp.,,EC38,,,,v3.0,JGI,HypEC38_3,http://genome.jgi.doe.gov/HypEC38_3/download/HypEC38_3.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Hysterium,pulicare,,,,,,,JGI,Hyspu1_1,http://genome.jgi.doe.gov/Hyspu1_1/download/Hyspu1_1_GeneCatalog_proteins_20150205.aa.fasta.gz,
Ilyonectria,europaea,,CBS 129078,,,,v1.0,JGI,Ilyeu1,http://genome.jgi.doe.gov/Ilyeu1/download/Ilyeu1_GeneCatalog_proteins_20170627.aa.fasta.gz,
Ilyonectria,robusta,,PMI_751,,,,v1.0,JGI,Ilyrob1,http://genome.jgi.doe.gov/Ilyrob1/download/Ilyrob1_GeneCatalog_proteins_20161014.aa.fasta.gz,
Ilyonectria,sp.,,,,,,v1.0,JGI,Ilysp1,http://genome.jgi.doe.gov/Ilysp1/download/Ilysp1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Irpex,lacteus,,CCBAS Fr. 238 617/93,,,,v1.0,JGI,Irplac1,http://genome.jgi.doe.gov/Irplac1/download/Irplac1_GeneCatalog_proteins_20170103.aa.fasta.gz,
Jaapia,argillacea,,,,,,v1.0,JGI,Jaaar1,http://genome.jgi.doe.gov/Jaaar1/download/Jaaar1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Jaminaea,sp.,,MCA 5214,,,,v1.0,JGI,Jamsp1,http://genome.jgi.doe.gov/Jamsp1/download/Jamsp1_GeneCatalog_proteins_20141226.aa.fasta.gz,
Kalaharituber,pfeilii,,F3,,,,v1.0,JGI,Kalpfe1,http://genome.jgi.doe.gov/Kalpfe1/download/Kalpfe1_GeneCatalog_proteins_20151214.aa.fasta.gz,
Karstenula,rhodostoma,,CBS 690.94,,,,v1.0,JGI,Karrh1,http://genome.jgi.doe.gov/Karrh1/download/Karrh1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Kazachstania,africana,,CBS 2517,,,,,JGI,Kazaf1,http://genome.jgi.doe.gov/Kazaf1/download/Kazaf1_GeneCatalog_proteins_20150111.aa.fasta.gz,
Khuskia,oryzae,,ATCC 28132,,,,v1.0,JGI,Khuory1,http://genome.jgi.doe.gov/Khuory1/download/Khuory1_GeneCatalog_proteins_20160404.aa.fasta.gz,
Kickxella,alabastrina,,RSA 675,,,,v1.0,JGI,Kicala1,http://genome.jgi.doe.gov/Kicala1/download/Kicala1_GeneCatalog_proteins_20170410.aa.fasta.gz,
Kluyveromyces,lactis,,,,,,,JGI,Klula1,http://genome.jgi.doe.gov/Klula1/download/Klula1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Kockovaella,imperatae,,NRRL Y-17943,,,,v1.0,JGI,Kocim1,http://genome.jgi.doe.gov/Kocim1/download/Kocim1_GeneCatalog_proteins_20160906.aa.fasta.gz,
Kuraishia,capsulata,,CBS 1993,,,,,JGI,Kurca1,http://genome.jgi.doe.gov/Kurca1/download/Kurca1_GeneCatalog_proteins_20160603.aa.fasta.gz,
Laccaria,amethystina,,LaAM-08-1,,,,v2.0,JGI,Lacam2,http://genome.jgi.doe.gov/Lacam2/download/Lacam2_GeneCatalog_proteins_20150823.aa.fasta.gz,
Laccaria,bicolor,,,,,,v2.0,JGI,Lacbi2,http://genome.jgi.doe.gov/Lacbi2/download/Lacbi2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lactarius,quietus,,S23C,,,,v1.0,JGI,Lacqui1,http://genome.jgi.doe.gov/Lacqui1/download/Lacqui1_GeneCatalog_proteins_20160525.aa.fasta.gz,
Lactifluus,subvellereus,,BPL653,,,,v1.0,JGI,Lacsub1,http://genome.jgi.doe.gov/Lacsub1/download/Lacsub1_GeneCatalog_proteins_20170114.aa.fasta.gz,
Lactifluus,volemus,,BPL652,,,,v1.0,JGI,Lacvol1,http://genome.jgi.doe.gov/Lacvol1/download/Lacvol1_GeneCatalog_proteins_20161025.aa.fasta.gz,
Laetiporus,sulphureus,var. sulphureus,,,,,v1.0,JGI,Laesu1,http://genome.jgi.doe.gov/Laesu1/download/Laesu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lasiosphaeria,miniovina,,SMH2392-1A,,,,v1.0,JGI,Lasmin1,http://genome.jgi.doe.gov/Lasmin1/download/Lasmin1_GeneCatalog_proteins_20170616.aa.fasta.gz,
Lecythophora,sp.,,AK0013,,,,v1.0,JGI,LecAK0013_1,http://genome.jgi.doe.gov/LecAK0013_1/download/LecAK0013_1_GeneCatalog_proteins_20170213.aa.fasta.gz,
Leiotrametes,lactinea,,CIRM-BRFM 1664,,,,v1.0,JGI,Tralac1,http://genome.jgi.doe.gov/Tralac1/download/Tralac1_GeneCatalog_proteins_20170620.aa.fasta.gz,
Leiotrametes,sp,,BRFM 1775,,,,v1.0,JGI,Leisp1,http://genome.jgi.doe.gov/Leisp1/download/Leisp1_GeneCatalog_proteins_20141127.aa.fasta.gz,
Lentinellus,vulpinus,,AHS73672-sp,,,,v1.0,JGI,Lenvul1,http://genome.jgi.doe.gov/Lenvul1/download/Lenvul1_GeneCatalog_proteins_20150718.aa.fasta.gz,
Lentinus,tigrinus,,ALCF2SS1-6,,,,v1.0,JGI,Lenti6_1,http://genome.jgi.doe.gov/Lenti6_1/download/Lenti6_1_GeneCatalog_proteins_20130903.aa.fasta.gz,
Lentinus,tigrinus,,ALCF2SS1-7,,,,v1.0,JGI,Lenti7_1,http://genome.jgi.doe.gov/Lenti7_1/download/Lenti7_1_GeneCatalog_proteins_20130905.aa.fasta.gz,
Lentinus,tigrinus,,,,,,v1.0,JGI,Sisbr1,http://genome.jgi.doe.gov/Sisbr1/download/Sisbr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lentithecium,fluviatile,,,,,,v1.0,JGI,Lenfl1,http://genome.jgi.doe.gov/Lenfl1/download/Lenfl1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lepidopterella,palustris,,,,,,v1.0,JGI,Leppa1,http://genome.jgi.doe.gov/Leppa1/download/Leppa1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lepista,nuda,,CBS 247.69,,,,v1.0,JGI,Lepnud1,http://genome.jgi.doe.gov/Lepnud1/download/Lepnud1_GeneCatalog_proteins_20151208.aa.fasta.gz,
Leptodontium,sp.,,PMI_412,,,,v1.0,JGI,Leptod1,http://genome.jgi.doe.gov/Leptod1/download/Leptod1_GeneCatalog_proteins_20151130.aa.fasta.gz,
Leptosphaeria,maculans,,,,,,,JGI,Lepmu1,http://genome.jgi.doe.gov/Lepmu1/download/Lepmu1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Leucoagaricus,gongylophorus,,,,,,,JGI,Leugo1_1,http://genome.jgi.doe.gov/Leugo1_1/download/Leugo1_1_GeneCatalog_proteins_20141030.aa.fasta.gz,
Leucogyrophana,mollusca,,KUC20120723A-06,,,,v1.0,JGI,Leumo1,http://genome.jgi.doe.gov/Leumo1/download/Leumo1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Leucosporidiella,creatinivora,,62-1032,,,,v1.0,JGI,Leucr1,http://genome.jgi.doe.gov/Leucr1/download/Leucr1_GeneCatalog_proteins_20160201.aa.fasta.gz,
Lichtheimia,corymbifera,,JMRC:FSU:9682,,,,,JGI,Liccor1,http://genome.jgi.doe.gov/Liccor1/download/Liccor1_GeneCatalog_proteins_20160306.aa.fasta.gz,
Lichtheimia,hyalospora,,,,,,v1.0,JGI,Lichy1,http://genome.jgi.doe.gov/Lichy1/download/Lichy1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Linderina,pennispora,,ATCC 12442,,,,v1.0,JGI,Linpe1,http://genome.jgi.doe.gov/Linpe1/download/Linpe1_GeneCatalog_proteins_20150915.aa.fasta.gz,
Lindgomyces,ingoldianus,,ATCC 200398,,,,v1.0,JGI,Linin1,http://genome.jgi.doe.gov/Linin1/download/Linin1_GeneCatalog_proteins_20141206.aa.fasta.gz,
Lindra,thalassiae,,JK4322,,,,v1.0,JGI,Linth1,http://genome.jgi.doe.gov/Linth1/download/Linth1_GeneCatalog_proteins_20150309.aa.fasta.gz,
Lineolata,rhizophorae,,ATCC 16933,,,,v1.0,JGI,Linrh1,http://genome.jgi.doe.gov/Linrh1/download/Linrh1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Lipomyces,starkeyi,,NRRL Y-11557,,,,v1.0,JGI,Lipst1_1,http://genome.jgi.doe.gov/Lipst1_1/download/Lipst1_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lizonia,empirigonia,,CBS 542.76,,,,v1.0,JGI,Lizem1,http://genome.jgi.doe.gov/Lizem1/download/Lizem1_GeneCatalog_proteins_20150430.aa.fasta.gz,
Lobaria,pulmonaria,,Scotland,,,,v1.0,JGI,Lobpul1,http://genome.jgi.doe.gov/Lobpul1/download/Lobpul1_GeneCatalog_proteins_20170213.aa.fasta.gz,
Lobosporangium,transversale,,NRRL 3116,,,,v1.0,JGI,Lobtra1,http://genome.jgi.doe.gov/Lobtra1/download/Lobtra1_GeneCatalog_proteins_20160303.aa.fasta.gz,
Lodderomyces,elongisporus,,NRRL YB-4239,,,,,JGI,Lodelo1,http://genome.jgi.doe.gov/Lodelo1/download/Lodelo1_GeneCatalog_proteins_20161026.aa.fasta.gz,
Lollipopaia,minuta,,CBS 116597,,,,v1.0,JGI,Lolmi1,http://genome.jgi.doe.gov/Lolmi1/download/Lolmi1_GeneCatalog_proteins_20150504.aa.fasta.gz,
Lophiostoma,macrostomum,,,,,,v1.0,JGI,Lopma1,http://genome.jgi.doe.gov/Lopma1/download/Lopma1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Lophiotrema,nucula,,CBS 627.86,,,,v1.0,JGI,Lopnu1,http://genome.jgi.doe.gov/Lopnu1/download/Lopnu1_GeneCatalog_proteins_20160906.aa.fasta.gz,
Lophium,mytilinum,,CBS 269.34,,,,v1.0,JGI,Lopmy1,http://genome.jgi.doe.gov/Lopmy1/download/Lopmy1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Loramyces,juncicola,,46458,,,,v1.0,JGI,Lorju1,http://genome.jgi.doe.gov/Lorju1/download/Lorju1_GeneCatalog_proteins_20150110.aa.fasta.gz,
Loramyces,macrosporus,,CBS 235.53,,,,v1.0,JGI,Lorma1,http://genome.jgi.doe.gov/Lorma1/download/Lorma1_GeneCatalog_proteins_20160326.aa.fasta.gz,
Lycoperdon,perlatum,,FP-102459-T,,,,v1.0,JGI,Lycper1,http://genome.jgi.doe.gov/Lycper1/download/Lycper1_GeneCatalog_proteins_20161001.aa.fasta.gz,
Macrolepiota,fuliginosa,,MF-IS2,,,,v1.0,JGI,Macfu1,http://genome.jgi.doe.gov/Macfu1/download/Macfu1.all_proteins.FilteredModels4.gff3.gz.tar.gz,
Macrophomina,phaseolina,,MS6,,,,,JGI,Macph1,http://genome.jgi.doe.gov/Macph1/download/Macph1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Macroventuria,anomochaeta,,CBS 525.71,,,,v1.0,JGI,Macan1,http://genome.jgi.doe.gov/Macan1/download/Macan1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Magnaporthe,grisea,,,,,,v1.0,JGI,Maggr1,http://genome.jgi.doe.gov/Maggr1/download/Maggr1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Magnaporthiopsis,poae,,ATCC 64411,,,,,JGI,Magpo1,http://genome.jgi.doe.gov/Magpo1/download/Magpo1_GeneCatalog_proteins_20150720.aa.fasta.gz,
Malassezia,globosa,,,,,,,JGI,Malgl1,http://genome.jgi.doe.gov/Malgl1/download/Malassezia_globosa.proteins.fasta.gz,
Malassezia,sympodialis,,ATCC 42132,,,,,JGI,Malsy1_1,http://genome.jgi.doe.gov/Malsy1_1/download/Malsy1_1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Marasmius,fiardii,,PR-910,,,,v1.0,JGI,Marfi1,http://genome.jgi.doe.gov/Marfi1/download/Marfi1_GeneCatalog_proteins_20141220.aa.fasta.gz,
Mariannaea,sp.,,PMI_226,,,,v1.0,JGI,MarPMI226,http://genome.jgi.doe.gov/MarPMI226/download/MarPMI226_GeneCatalog_proteins_20161118.aa.fasta.gz,
Marssonina,brunnea,f. sp. multigermtubi,MB_m1,,,,,JGI,Marbr1,http://genome.jgi.doe.gov/Marbr1/download/Marbr1_GeneCatalog_proteins_20141203.aa.fasta.gz,
Martensiomyces,pterosporus,,CBS 209.56,,,,v1.0,JGI,Marpt1,http://genome.jgi.doe.gov/Marpt1/download/Marpt1_GeneCatalog_proteins_20140919.aa.fasta.gz,
Massarina,eburnea,,CBS 473.64,,,,v1.0,JGI,Maseb1,http://genome.jgi.doe.gov/Maseb1/download/Maseb1_GeneCatalog_proteins_20141122.aa.fasta.gz,
