Genus,species,,type,Synonym,other,Origin,Version,Source,NCBI Tax ID,URL,Ensembl
Nematocida,sp.,,ERTm5,,,,,Ensembl,1805481,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/nematocida_sp_ertm5/pep/Nematocida_sp_ertm5.ASM164241v1.pep.all.fa.gz,fungi_microsporidia1_collection
Neofusicoccum,parvum,,UCRNP2,,,,,Ensembl,1287680,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/neofusicoccum_parvum_ucrnp2/pep/Neofusicoccum_parvum_ucrnp2.UCRNP2V3.pep.all.fa.gz,fungi_ascomycota1_collection
Neolecta,irregularis,,DAH-3,,,,,Ensembl,1198029,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/neolecta_irregularis_dah_3/pep/Neolecta_irregularis_dah_3.NeoIirr1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Neolentinus,lepideus,,HHB14362 ss-1,,,,,Ensembl,1314782,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/neolentinus_lepideus_hhb14362_ss_1/pep/Neolentinus_lepideus_hhb14362_ss_1.Neole1.pep.all.fa.gz,fungi_basidiomycota1_collection
Neonectria,ditissima,,,,,,,Ensembl,78410,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/neonectria_ditissima/pep/Neonectria_ditissima.R0905_v2.0.pep.all.fa.gz,fungi_ascomycota3_collection
Neosartorya,fischeri,,,,,,,Ensembl,331117,ftp.ensemblgenomes.org/pub/fungi/current/fasta/neosartorya_fischeri/pep/Neosartorya_fischeri.CADRE.pep.all.fa.gz,
Neurospora,crassa,,,,,,,Ensembl,367110,ftp.ensemblgenomes.org/pub/fungi/current/fasta/neurospora_crassa/pep/Neurospora_crassa.NC12.pep.all.fa.gz,
Neurospora,tetrasperma,,FGSC 2508,,,,,Ensembl,510951,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/neurospora_tetrasperma_fgsc_2508/pep/Neurospora_tetrasperma_fgsc_2508.v2.0.pep.all.fa.gz,fungi_ascomycota1_collection
Neurospora,tetrasperma,,FGSC 2509,,,,,Ensembl,510952,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/neurospora_tetrasperma_fgsc_2509/pep/Neurospora_tetrasperma_fgsc_2509.v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Nosema,apis,,BRL 01,,,,,Ensembl,1037528,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/nosema_apis_brl_01/pep/Nosema_apis_brl_01.NapisBRLv01.pep.all.fa.gz,fungi_microsporidia1_collection
Nosema,bombycis,,CQ1,,,,,Ensembl,578461,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/nosema_bombycis_cq1/pep/Nosema_bombycis_cq1.NosBomCQ1_v1.0.pep.all.fa.gz,fungi_microsporidia1_collection
Nosema,ceranae,,,,,,,Ensembl,40302,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/nosema_ceranae/pep/Nosema_ceranae.ASM98816v1.pep.all.fa.gz,fungi_microsporidia1_collection
Nosema,ceranae,,BRL01,,,,,Ensembl,578460,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/nosema_ceranae_brl01/pep/Nosema_ceranae_brl01.ASM18298v1.pep.all.fa.gz,fungi_microsporidia1_collection
Ogataea,parapolymorpha,,DL-1,,,,,Ensembl,871575,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/ogataea_parapolymorpha_dl_1/pep/Ogataea_parapolymorpha_dl_1.Hansenula_2.pep.all.fa.gz,fungi_ascomycota1_collection
Ogataea,polymorpha,,,,,,,Ensembl,460523,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/ogataea_polymorpha/pep/Ogataea_polymorpha.Hanpo2.pep.all.fa.gz,fungi_ascomycota3_collection
Oidiodendron,maius,,Zn,,,,,Ensembl,913774,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/oidiodendron_maius_zn/pep/Oidiodendron_maius_zn.Oidiodendron_maius_Zn_v1.0.pep.all.fa.gz,fungi_ascomycota2_collection
Ophiocordyceps,sinensis,,CO18,,,,,Ensembl,911162,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/ophiocordyceps_sinensis_co18/pep/Ophiocordyceps_sinensis_co18.ASM44836v1.pep.all.fa.gz,fungi_ascomycota1_collection
Ophiocordyceps,unilateralis,,,,,,,Ensembl,268505,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/ophiocordyceps_unilateralis/pep/Ophiocordyceps_unilateralis.ASM127257v1.pep.all.fa.gz,fungi_ascomycota3_collection
Ophiostoma,piceae,,UAMH 11346,,,,,Ensembl,1262450,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/ophiostoma_piceae_uamh_11346/pep/Ophiostoma_piceae_uamh_11346.Opiceae_UAMHv01.pep.all.fa.gz,fungi_ascomycota1_collection
Ordospora,colligata,,OC4,,,,,Ensembl,1354746,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/ordospora_colligata_oc4/pep/Ordospora_colligata_oc4.ASM80326v1.pep.all.fa.gz,fungi_microsporidia1_collection
Pachysolen,tannophilus,,NRRL Y-2460,,,,,Ensembl,669874,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pachysolen_tannophilus_nrrl_y_2460/pep/Pachysolen_tannophilus_nrrl_y_2460.Pacta1_2.pep.all.fa.gz,fungi_ascomycota3_collection
Paracoccidioides,brasiliensis,,,,,,,Ensembl,121759,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/paracoccidioides_brasiliensis/pep/Paracoccidioides_brasiliensis.ASM171364v1.pep.all.fa.gz,fungi_ascomycota3_collection
Paracoccidioides,brasiliensis,,Pb03,,,BROAD,,Ensembl,482561,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/paracoccidioides_brasiliensis_pb03/pep/Paracoccidioides_brasiliensis_pb03.Paracocci_br_Pb03_V2.pep.all.fa.gz,fungi_ascomycota1_collection
Paracoccidioides,brasiliensis,,Pb18,,,BROAD,,Ensembl,502780,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/paracoccidioides_brasiliensis_pb18/pep/Paracoccidioides_brasiliensis_pb18.Paracocci_br_Pb18_V2.pep.all.fa.gz,fungi_ascomycota1_collection
Paracoccidioides,sp.,,'lutzii' Pb01,,,,,Ensembl,502779,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/paracoccidioides_sp_lutzii_pb01/pep/Paracoccidioides_sp_lutzii_pb01.Paracocci_br_Pb01_V2.pep.all.fa.gz,fungi_ascomycota1_collection
Paraphaeosphaeria,sporulosa,,,,,,,Ensembl,1460663,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/paraphaeosphaeria_sporulosa/pep/Paraphaeosphaeria_sporulosa.Parsp1.pep.all.fa.gz,fungi_ascomycota3_collection
Parasitella,parasitica,,,,CBS 412.66,,,Ensembl,35722,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_mucoromycota1_collection/parasitella_parasitica/pep/Parasitella_parasitica.PP.v1.pep.all.fa.gz,fungi_mucoromycota1_collection
Paxillus,involutus,,ATCC 200175,,,,,Ensembl,664439,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/paxillus_involutus_atcc_200175/pep/Paxillus_involutus_atcc_200175.Paxillus_involutus_ATCC_200175_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Paxillus,rubicundulus,,Ve08.2h10,,,,,Ensembl,930991,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/paxillus_rubicundulus_ve08_2h10/pep/Paxillus_rubicundulus_ve08_2h10.Paxillus_rubicundulus_Ve08.2h10_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Penicilliopsis,zonata,,CBS 506.65,,,,,Ensembl,1073090,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicilliopsis_zonata_cbs_506_65/pep/Penicilliopsis_zonata_cbs_506_65.Aspzo1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,antarcticum,,,,,,,Ensembl,416450,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_antarcticum/pep/Penicillium_antarcticum.ASM207234v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,arizonense,,,,,,,Ensembl,1835702,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_arizonense/pep/Penicillium_arizonense.ASM177332v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,brasilianum,,,,,,,Ensembl,104259,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/penicillium_brasilianum/pep/Penicillium_brasilianum.Pbras_Allpaths-LG.pep.all.fa.gz,fungi_ascomycota2_collection
Penicillium,camemberti,,FM 013,,,,,Ensembl,1429867,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/penicillium_camemberti_fm_013/pep/Penicillium_camemberti_fm_013.PCAMFM013_20131106.pep.all.fa.gz,fungi_ascomycota2_collection
Penicillium,chrysogenum,,,,,,,Ensembl,5076,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_chrysogenum/pep/Penicillium_chrysogenum.ASM71027v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,coprophilum,,,,,,,Ensembl,36646,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_coprophilum/pep/Penicillium_coprophilum.ASM207240v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,decumbens,,,,,,,Ensembl,69771,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_decumbens/pep/Penicillium_decumbens.ASM207224v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,digitatum,,PHI26,,,,,Ensembl,1170229,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_digitatum_pd1/pep/Penicillium_digitatum_pd1.PdigPd1_v1.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,digitatum,,Pd1,,,,,Ensembl,1170230,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_digitatum_phi26/pep/Penicillium_digitatum_phi26.PdigPHI26_v1.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,expansum,,,,,,,Ensembl,27334,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_expansum/pep/Penicillium_expansum.PEX1.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,flavigenum,,,,,,,Ensembl,254877,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_flavigenum/pep/Penicillium_flavigenum.ASM207236v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,freii,,,,,,,Ensembl,48697,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_freii/pep/Penicillium_freii.ASM151392v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,griseofulvum,,,,,,,Ensembl,5078,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_griseofulvum/pep/Penicillium_griseofulvum.ASM156193v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,italicum,,,,,,,Ensembl,40296,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_italicum/pep/Penicillium_italicum.ASM76976v1.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,nalgiovense,,,,,,,Ensembl,60175,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_nalgiovense/pep/Penicillium_nalgiovense.ASM207242v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,nordicum,,,,,,,Ensembl,229535,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_nordicum/pep/Penicillium_nordicum.ASM127859v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,oxalicum,,114-2,,,,,Ensembl,933388,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_oxalicum_114_2/pep/Penicillium_oxalicum_114_2.pde_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,polonicum,,,,,,,Ensembl,60169,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_polonicum/pep/Penicillium_polonicum.ASM207226v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,roqueforti,,FM164,,,,,Ensembl,1365484,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_roqueforti_fm164/pep/Penicillium_roqueforti_fm164.PROQFM164_20130607.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,rubens,,Wisconsin 54-1255,,,,,Ensembl,500485,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/penicillium_rubens_wisconsin_54_1255/pep/Penicillium_rubens_wisconsin_54_1255.PenChr_Nov2007.pep.all.fa.gz,fungi_ascomycota1_collection
Penicillium,solitum,,,,,,,Ensembl,60172,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_solitum/pep/Penicillium_solitum.ASM207223v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,steckii,,,,,,,Ensembl,303698,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_steckii/pep/Penicillium_steckii.ASM207237v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,subrubescens,,,,,,,Ensembl,1316194,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_subrubescens/pep/Penicillium_subrubescens.ASM190812v1.pep.all.fa.gz,fungi_ascomycota3_collection
Penicillium,vulpinum,,,,,,,Ensembl,29845,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/penicillium_vulpinum/pep/Penicillium_vulpinum.ASM207225v1.pep.all.fa.gz,fungi_ascomycota3_collection
Peniophora,sp.,,CONT,,,,,Ensembl,1314672,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/peniophora_sp_cont/pep/Peniophora_sp_cont.Ricme1.pep.all.fa.gz,fungi_basidiomycota1_collection
Pestalotiopsis,fici,,W106-1,,,,,Ensembl,1229662,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pestalotiopsis_fici_w106_1/pep/Pestalotiopsis_fici_w106_1.PFICI.pep.all.fa.gz,fungi_ascomycota1_collection
Phaeoacremonium,minimum,,UCRPA7,,,,,Ensembl,1286976,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/phaeoacremonium_minimum_ucrpa7/pep/Phaeoacremonium_minimum_ucrpa7.UCRPA7V03.pep.all.fa.gz,fungi_ascomycota1_collection
Phaeomoniella,chlamydospora,,,,,,,Ensembl,158046,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/phaeomoniella_chlamydospora/pep/Phaeomoniella_chlamydospora.UCRPA7V1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Parastagonospora,nodorum,SN15,,Phaeosphaeria nodorum SN15,,BROAD,,Ensembl,321614,ftp.ensemblgenomes.org/pub/fungi/current/fasta/phaeosphaeria_nodorum/pep/Phaeosphaeria_nodorum.ASM14691v1.pep.all.fa.gz,
Phanerochaete,carnosa,,HHB-10118-sp,,,,,Ensembl,650164,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/phanerochaete_carnosa_hhb_10118_sp/pep/Phanerochaete_carnosa_hhb_10118_sp.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Phialocephala,scopiformis,,,,,,,Ensembl,149040,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/phialocephala_scopiformis/pep/Phialocephala_scopiformis.Phisc1.pep.all.fa.gz,fungi_ascomycota3_collection
Phialocephala,subalpina,,,,,,,Ensembl,576137,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/phialocephala_subalpina/pep/Phialocephala_subalpina.PAC_version_1.pep.all.fa.gz,fungi_ascomycota3_collection
Phialophora,americana,,,,,,,Ensembl,5601,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/phialophora_americana/pep/Phialophora_americana.Capr_semi_CBS27337_V1.pep.all.fa.gz,fungi_ascomycota2_collection
Phialophora,attae,,,,,,,Ensembl,1664694,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/phialophora_attae/pep/Phialophora_attae.ASM129925v1.pep.all.fa.gz,fungi_ascomycota3_collection
Phlebia,centrifuga,,,,,,,Ensembl,98765,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/phlebia_centrifuga/pep/Phlebia_centrifuga.ASM191385v1.pep.all.fa.gz,fungi_basidiomycota1_collection
Phlebiopsis,gigantea,,11061_1 CR5-6,,,,,Ensembl,745531,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/phlebiopsis_gigantea_11061_1_cr5_6/pep/Phlebiopsis_gigantea_11061_1_cr5_6.Phlgi1.pep.all.fa.gz,fungi_basidiomycota1_collection
Phycomyces,blakesleeanus,,NRRL 1555,,,,,Ensembl,763407,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_mucoromycota1_collection/phycomyces_blakesleeanus_nrrl_1555_/pep/Phycomyces_blakesleeanus_nrrl_1555_.Phybl2.pep.all.fa.gz,fungi_mucoromycota1_collection
Pichia,kudriavzevii,,,,,,,Ensembl,4909,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pichia_kudriavzevii/pep/Pichia_kudriavzevii.ASM76445v1.pep.all.fa.gz,fungi_ascomycota1_collection
Pichia,membranifaciens,,,,,,,Ensembl,4926,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pichia_membranifaciens/pep/Pichia_membranifaciens.P_membrenifaciens-1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Pichia,membranifaciens,,NRRL Y-2026,,,,,Ensembl,763406,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pichia_membranifaciens_nrrl_y_2026/pep/Pichia_membranifaciens_nrrl_y_2026.Picme2.pep.all.fa.gz,fungi_ascomycota3_collection
Piloderma,croceum,,F 1598,,,,,Ensembl,765440,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/piloderma_croceum_f_1598/pep/Piloderma_croceum_f_1598.Piloderma_croceum_F_1598_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Pisolithus,microcarpus,,441,,,,,Ensembl,765257,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/pisolithus_microcarpus_441/pep/Pisolithus_microcarpus_441.Pisolithus_microcarpus_441_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Pisolithus,tinctorius,,Marx 270,,,,,Ensembl,870435,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/pisolithus_tinctorius_marx_270/pep/Pisolithus_tinctorius_marx_270.Pisolithus_tinctorius_Marx_270_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Pleurotus,ostreatus,,PC15,,,,,Ensembl,1137138,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/pleurotus_ostreatus_pc15/pep/Pleurotus_ostreatus_pc15.PleosPC15_2.pep.all.fa.gz,fungi_basidiomycota1_collection
Plicaturopsis,crispa,,FD-325 SS-3,,,,,Ensembl,944288,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/plicaturopsis_crispa_fd_325_ss_3/pep/Plicaturopsis_crispa_fd_325_ss_3.Plicr1.pep.all.fa.gz,fungi_basidiomycota1_collection
Pneumocystis,carinii,,B80,,,,,Ensembl,1408658,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pneumocystis_carinii_b80/pep/Pneumocystis_carinii_b80.Pneu_cari_B80_V3.pep.all.fa.gz,fungi_ascomycota3_collection
Pneumocystis,jirovecii,,RU7,,,,,Ensembl,1408657,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pneumocystis_jirovecii_ru7/pep/Pneumocystis_jirovecii_ru7.Pneu_jiro_RU7_V2.pep.all.fa.gz,fungi_ascomycota3_collection
Pneumocystis,murina,,B123,,,,,Ensembl,1069680,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pneumocystis_murina_b123/pep/Pneumocystis_murina_b123.Pneumo_murina_B123_V4.pep.all.fa.gz,fungi_ascomycota1_collection
Pochonia,chlamydosporia,,170,,,,,Ensembl,1380566,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pochonia_chlamydosporia_170/pep/Pochonia_chlamydosporia_170.ASM165323v1.pep.all.fa.gz,fungi_ascomycota3_collection
Podospora,anserina,,S mat+,,,,,Ensembl,515849,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/podospora_anserina_s_mat_/pep/Podospora_anserina_s_mat_.ASM22654v1.pep.all.fa.gz,fungi_ascomycota1_collection
Postia,placenta,,Mad-698-R,,,,,Ensembl,561896,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/postia_placenta_mad_698_r/pep/Postia_placenta_mad_698_r.Postia_placenta_V1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Pseudocercospora,fijiensis,,CIRAD86,,,,,Ensembl,383855,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pseudocercospora_fijiensis_cirad86/pep/Pseudocercospora_fijiensis_cirad86.Mycfi2.pep.all.fa.gz,fungi_ascomycota1_collection
Pseudocercospora,musae,,,,,,,Ensembl,113226,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pseudocercospora_musae/pep/Pseudocercospora_musae.ASM157822v1.pep.all.fa.gz,fungi_ascomycota3_collection
Pseudogymnoascus,destructans,,20631-21,,,BROAD,,Ensembl,658429,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pseudogymnoascus_destructans_20631_21/pep/Pseudogymnoascus_destructans_20631_21.Geom_destructans_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Pseudogymnoascus,sp.,,03VT05,,,,,Ensembl,1622148,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pseudogymnoascus_sp_03vt05/pep/Pseudogymnoascus_sp_03vt05.ASM166264v1.pep.all.fa.gz,fungi_ascomycota3_collection
Pseudogymnoascus,sp.,,05NY08,,,,,Ensembl,1622149,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pseudogymnoascus_sp_05ny08/pep/Pseudogymnoascus_sp_05ny08.ASM166260v1.pep.all.fa.gz,fungi_ascomycota3_collection
Pseudogymnoascus,sp.,,23342-1-I1,,,,,Ensembl,1524831,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pseudogymnoascus_sp_23342_1_i1/pep/Pseudogymnoascus_sp_23342_1_i1.ASM166257v1.pep.all.fa.gz,fungi_ascomycota3_collection
Pseudogymnoascus,sp.,,24MN13,,,,,Ensembl,1622150,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/pseudogymnoascus_sp_24mn13/pep/Pseudogymnoascus_sp_24mn13.ASM166259v1.pep.all.fa.gz,fungi_ascomycota3_collection
Pseudogymnoascus,sp.,,VKM F-103,,,,,Ensembl,1420912,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_103/pep/Pseudogymnoascus_sp_vkm_f_103.DG30.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-3557,,,,,Ensembl,1437433,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pseudogymnoascus_sp_vkm_f_3557/pep/Pseudogymnoascus_sp_vkm_f_3557.DG3.pep.all.fa.gz,fungi_ascomycota1_collection
Pseudogymnoascus,sp.,,VKM F-3775,,,,,Ensembl,1420901,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_3775/pep/Pseudogymnoascus_sp_vkm_f_3775.DG4.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-3808,,,,,Ensembl,1391699,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/pseudogymnoascus_sp_vkm_f_3808/pep/Pseudogymnoascus_sp_vkm_f_3808.DG1.pep.all.fa.gz,fungi_ascomycota1_collection
Pseudogymnoascus,sp.,,VKM F-4246,,,,,Ensembl,1420902,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_4246/pep/Pseudogymnoascus_sp_vkm_f_4246.DG5.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-4281 (FW-2241),,,,,Ensembl,1420906,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_4281_fw_2241_/pep/Pseudogymnoascus_sp_vkm_f_4281_fw_2241_.DG6.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-4513 (FW-928),,,,,Ensembl,1420907,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_4513_fw_928_/pep/Pseudogymnoascus_sp_vkm_f_4513_fw_928_.DG7.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-4514 (FW-929),,,,,Ensembl,1420908,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_4514_fw_929_/pep/Pseudogymnoascus_sp_vkm_f_4514_fw_929_.DG8.pep.all.fa.gz,fungi_ascomycota2_collection
Pseudogymnoascus,sp.,,VKM F-4515 (FW-2607),,,,,Ensembl,1420909,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/pseudogymnoascus_sp_vkm_f_4515_fw_2607_/pep/Pseudogymnoascus_sp_vkm_f_4515_fw_2607_.DG10.pep.all.fa.gz,fungi_ascomycota2_collection
